AGE1,BURDEN,FMR,FMTBEDRMS,FMTBUILT,TOTSAL
-9,-9.0,542,'2 2BR','1960-1979',-9
23,0.2270588235,954,'1 1BR','1940-1959',50000
35,0.21865216980000002,1625,'4 4BR+','1940-1959',160000
51,0.2440930233,870,'3 3BR','1940-1959',50000
38,0.09448101269999999,738,'3 3BR','-5',79000
65,0.1006285714,1097,'4 4BR+','1960-1979',30000
72,0.07104972379999999,1097,'4 4BR+','1960-1979',75000
76,0.1867388363,968,'3 3BR','1960-1979',2784
-9,-9.0,757,'3 3BR','-5',-9
65,0.056076923099999995,757,'3 3BR','1960-1979',16000
17,0.5546666667,572,'2 2BR','2000-2009',9000
36,0.303478407,982,'4 4BR+','1960-1979',35000
72,0.0331619537,854,'3 3BR','1940-1959',0
86,0.471875,706,'1 1BR','1960-1979',0
63,0.3217241379,1043,'3 3BR','-5',5000
40,0.137976834,1043,'3 3BR','-5',114000
35,0.1442666667,566,'2 2BR','1940-1959',45000
73,0.1962290503,542,'2 2BR','-5',0
19,-1.0,542,'2 2BR','1990-1999',0
66,0.1256743891,710,'3 3BR','1940-1959',0
65,0.2136,1042,'3 3BR','1960-1979',0
58,0.19024571850000002,1042,'3 3BR','1960-1979',2160
69,0.09710963730000001,1090,'4 4BR+','1960-1979',0
73,0.12,711,'1 1BR','1940-1959',0
59,0.0598830409,1178,'3 3BR','1960-1979',25650
64,0.4842352941,1157,'3 3BR','1980-1989',0
72,0.2953846154,865,'3 3BR','2000-2009',0
-9,-9.0,738,'3 3BR','1940-1959',-9
35,0.051058823499999996,738,'3 3BR','1960-1979',45000
21,0.2261538462,677,'2 2BR','1980-1989',10400
74,0.32799999999999996,738,'3 3BR','1960-1979',0
52,0.3504705882,791,'3 3BR','1940-1959',34000
53,0.007219420600000002,1205,'3 3BR','-5',0
56,0.49294117649999997,901,'3 3BR','1960-1979',26600
44,0.1331076923,901,'3 3BR','1940-1959',58000
24,3.015,1037,'4 4BR+','-5',4000
55,0.6042253521000001,561,'1 1BR','-5',0
66,0.1580571429,880,'4 4BR+','-5',12156
31,0.22725,615,'2 2BR','1960-1979',28000
43,0.19229268289999998,738,'3 3BR','-5',11000
41,0.1484112508,738,'3 3BR','1960-1979',62500
68,0.46359223299999996,738,'3 3BR','1990-1999',0
43,0.038249380699999995,624,'2 2BR','1960-1979',57600
47,0.289841234,1174,'4 4BR+','1960-1979',230000
31,0.1832535885,858,'2 2BR','-5',125000
25,0.334125,858,'2 2BR','1960-1979',32000
56,0.04220979019999999,671,'3 3BR','-5',143000
60,0.1255384615,671,'3 3BR','1980-1989',12000
41,0.23663053480000001,710,'3 3BR','1960-1979',7692
84,0.6012,466,'1 1BR','1990-1999',0
52,1.7769230769,556,'2 2BR','1960-1979',0
80,19.743529412,1238,'1 1BR','1980-1989',0
52,0.0361529548,542,'2 2BR','1960-1979',42500
70,0.030351572400000002,710,'3 3BR','1960-1979',0
55,0.1250116009,566,'2 2BR','-5',19350
70,0.2459751037,566,'2 2BR','-5',0
31,0.1862,726,'3 3BR','-5',60000
63,2.096,757,'3 3BR','1960-1979',0
40,0.2776666667,763,'2 2BR','-5',26000
42,0.08057142860000001,484,'1 1BR','-5',7000
60,0.1026,738,'3 3BR','1960-1979',0
44,0.3516363636,738,'3 3BR','1980-1989',33000
57,4.176,738,'3 3BR','1990-1999',0
58,0.0695585413,493,'1 1BR','1960-1979',26000
72,0.1532673267,840,'2 2BR','1960-1979',0
30,0.1364571429,605,'1 1BR','1960-1979',70000
64,3.2824267782,605,'1 1BR','1960-1979',0
42,0.0758769231,1169,'4 4BR+','1960-1979',65000
59,0.1761904762,757,'3 3BR','1960-1979',63000
63,0.37166666670000004,637,'2 2BR','1960-1979',0
82,0.0830287206,1070,'4 4BR+','1960-1979',0
69,0.36014982,871,'4 4BR+','-5',0
59,0.13599429789999998,757,'3 3BR','1940-1959',70000
44,0.59568,847,'4 4BR+','1960-1979',50000
53,0.0918,671,'3 3BR','1960-1979',60000
60,0.0699455253,671,'3 3BR','1990-1999',0
60,0.5256057007,858,'2 2BR','1940-1959',0
89,0.3556740614,625,'2 2BR','1990-1999',0
36,0.2181509434,1252,'4 4BR+','1960-1979',105000
26,0.1534638758,1097,'3 3BR','-5',74000
73,0.1232258065,572,'2 2BR','1940-1959',0
24,0.0634693878,757,'3 3BR','2000-2009',51000
29,0.1256,710,'3 3BR','1960-1979',30000
-9,-9.0,1106,'4 4BR+','-5',-9
53,0.09847085539999999,518,'2 2BR','-5',60000
58,0.055627397300000006,676,'3 3BR','1990-1999',91000
33,0.1356106195,676,'3 3BR','1990-1999',113000
80,0.184,548,'2 2BR','1960-1979',6000
86,1.228436019,724,'3 3BR','1960-1979',0
44,0.33588978189999996,930,'3 3BR','-5',83000
24,0.17314285710000002,672,'2 2BR','1940-1959',28000
66,0.2834008097,423,'1 1BR','1960-1979',0
57,0.3244058846,423,'1 1BR','1960-1979',0
60,0.12118018970000001,554,'1 1BR','1960-1979',0
69,1.7530671584,518,'2 2BR','1940-1959',0
-9,-9.0,1385,'4 4BR+','1960-1979',-9
30,0.0924845859,1447,'4 4BR+','1960-1979',120000
47,0.1397149287,823,'3 3BR','1960-1979',133300
44,0.121,738,'3 3BR','2000-2009',0
60,0.1350746269,738,'3 3BR','-5',62000
55,0.3328,573,'2 2BR','-5',0
45,0.15326086960000002,738,'3 3BR','1960-1979',92000
39,0.2512820513,743,'4 4BR+','-5',45000
32,0.2016338028,518,'2 2BR','2000-2009',66000
71,0.2750769231,423,'1 1BR','1960-1979',0
53,0.0587774295,804,'4 4BR+','1960-1979',62000
-9,-9.0,671,'3 3BR','-5',-9
23,5.496,858,'2 2BR','1960-1979',2000
45,0.2707243736,817,'4 4BR+','-5',54875
46,0.31566318600000004,542,'2 2BR','-5',18000
63,0.0184148485,710,'3 3BR','1990-1999',105000
69,0.1481879195,1043,'3 3BR','1960-1979',0
45,0.1867058824,1251,'4 4BR+','1960-1979',68000
65,0.2395,793,'3 3BR','1960-1979',48000
72,1.0372429127,681,'1 1BR','1940-1959',0
-9,-9.0,572,'2 2BR','1980-1989',-9
51,0.0656,847,'4 4BR+','1980-1989',30000
50,0.5018571428999999,961,'4 4BR+','1980-1989',28000
54,0.12475374730000001,982,'4 4BR+','1980-1989',185000
69,0.2751208196,878,'4 4BR+','1980-1989',0
22,0.4108,847,'3 3BR','2000-2009',30000
21,0.3276923077,854,'3 3BR','2000-2009',26000
30,0.192,1361,'2 2BR','1980-1989',90000
28,0.2181,847,'4 4BR+','1990-1999',80000
-9,-9.0,1097,'4 4BR+','1980-1989',-9
71,0.1172665148,947,'3 3BR','2000-2009',0
41,0.0732,930,'3 3BR','1990-1999',0
58,0.17019718309999998,981,'1 1BR','1980-1989',67000
65,0.6358974359,683,'2 2BR','1980-1989',0
35,0.2394074074,900,'3 3BR','2000-2009',81000
-9,-9.0,882,'3 3BR','2000-2009',-9
27,0.1599434629,779,'2 2BR','1990-1999',141500
65,0.15553128830000001,1094,'3 3BR','1980-1989',0
48,0.1609411765,779,'2 2BR','1980-1989',68000
-9,-9.0,791,'3 3BR','2000-2009',-9
55,0.32,807,'3 3BR','1960-1979',15000
56,0.1968138263,606,'2 2BR','1980-1989',68000
58,0.0081655838,726,'3 3BR','1980-1989',531968
44,0.0435483871,818,'3 3BR','1980-1989',166000
22,0.35904474329999997,615,'2 2BR','1980-1989',25000
30,0.3052173913,686,'2 2BR','1980-1989',23000
38,0.2896941176,1097,'3 3BR','2000-2009',85000
31,0.1554705882,689,'2 2BR','1980-1989',66000
62,0.9899381289,757,'3 3BR','1990-1999',0
21,0.37157246780000003,849,'4 4BR+','1990-1999',21444
17,0.7385365854000001,961,'3 3BR','1980-1989',0
30,0.2798,1157,'3 3BR','2000-2009',60000
35,0.2602298851,1157,'3 3BR','2000-2009',71000
28,0.2002666667,1408,'4 4BR+','2000-2009',90000
82,0.3744,1208,'3 3BR','1980-1989',0
44,0.1124,1252,'4 4BR+','2000-2009',202000
-9,-9.0,1035,'4 4BR+','1980-1989',-9
42,0.1386791272,886,'4 4BR+','2000-2009',97116
39,0.2885720366,481,'1 1BR','1980-1989',22880
59,0.2359207787,956,'4 4BR+','1980-1989',61004
65,0.09028496189999999,831,'3 3BR','2000-2009',155000
54,0.1523303835,830,'3 3BR','1980-1989',100600
58,0.1253571429,836,'2 2BR','1980-1989',78000
41,0.46248648649999996,968,'3 3BR','2000-2009',37000
-9,-9.0,685,'1 1BR','2000-2009',-9
23,0.33648,676,'1 1BR','1980-1989',25000
26,0.33912,1097,'4 4BR+','2000-2009',27000
-9,-9.0,788,'4 4BR+','2000-2009',-9
24,0.30191999999999997,482,'1 1BR','2000-2009',25000
50,0.2014615385,865,'3 3BR','2000-2009',52000
72,0.26843478260000003,1458,'4 4BR+','1980-1989',4500
74,0.1192131148,-9,'4 4BR+','2000-2009',3800
76,-1.0,832,'4 4BR+','1960-1979',0
49,0.1598571429,908,'3 3BR','1980-1989',28000
-9,-9.0,1386,'4 4BR+','2000-2009',-9
69,0.0743183259,1051,'4 4BR+','1980-1989',0
33,0.5260398860000001,2099,'4 4BR+','2000-2009',105000
36,0.3102,1741,'4 4BR+','2000-2009',0
70,0.2056655072,1551,'2 2BR','1990-1999',78000
32,0.5798399999999999,878,'4 4BR+','2000-2009',50000
20,-1.0,470,'1 1BR','1960-1979',0
59,0.24738461539999998,889,'4 4BR+','1980-1989',0
51,0.0455217391,726,'3 3BR','1980-1989',82000
57,0.0248468708,2196,'4 4BR+','1980-1989',150000
56,0.199008,900,'3 3BR','1980-1989',125000
62,0.31465486730000003,882,'3 3BR','2000-2009',113000
62,0.14376237619999999,833,'4 4BR+','1980-1989',31500
-9,-9.0,624,'2 2BR','1980-1989',-9
-9,-9.0,797,'2 2BR','2000-2009',-9
-9,-9.0,1198,'4 4BR+','2000-2009',-9
-9,-9.0,1198,'4 4BR+','2000-2009',-9
38,0.085826087,1362,'4 4BR+','2000-2009',137000
34,0.2641967213,1428,'3 3BR','1980-1989',61000
-9,-9.0,677,'2 2BR','1980-1989',-9
67,0.45970588240000004,882,'3 3BR','2000-2009',50000
-9,-9.0,677,'2 2BR','2000-2009',-9
73,0.0901668086,882,'3 3BR','2000-2009',0
35,0.43595849259999997,1014,'4 4BR+','2000-2009',0
-9,-9.0,677,'2 2BR','2000-2009',-9
-9,-9.0,677,'2 2BR','2000-2009',-9
38,0.1862815884,677,'2 2BR','2000-2009',13000
-9,-9.0,677,'2 2BR','2000-2009',-9
30,0.2624,739,'1 1BR','2000-2009',120000
51,0.3399388968,708,'2 2BR','1980-1989',0
63,0.0838333333,1065,'2 2BR','1980-1989',72000
49,0.4189114898,1515,'3 3BR','2000-2009',27500
30,0.1339730135,1035,'3 3BR','1980-1989',98500
59,0.4246732603,844,'3 3BR','2000-2009',14000
77,0.2343307087,487,'1 1BR','1980-1989',0
23,1.9395626243000001,606,'2 2BR','1980-1989',5000
43,0.4180263158,1126,'3 3BR','1980-1989',30000
50,0.4023874755,1619,'4 4BR+','2000-2009',102000
40,0.3523076923,930,'1 1BR','2000-2009',7800
84,0.047213114800000004,615,'2 2BR','1980-1989',0
63,0.0639661017,900,'3 3BR','1980-1989',34000
42,0.0406567164,1042,'3 3BR','2000-2009',21000
25,0.27168000000000003,591,'1 1BR','1980-1989',25000
84,0.293,534,'1 1BR','1980-1989',0
-9,-9.0,605,'2 2BR','1980-1989',-9
73,1.4633757962,658,'2 2BR','2000-2009',0
36,0.2524,534,'1 1BR','1980-1989',30000
65,0.2825806452,622,'1 1BR','1980-1989',25000
48,0.2079,1174,'4 4BR+','1980-1989',200000
24,0.1598225377,1204,'3 3BR','2000-2009',112000
47,0.142843213,1447,'4 4BR+','1980-1989',130000
60,29.13,818,'3 3BR','1990-1999',0
39,0.267,961,'4 4BR+','2000-2009',80000
28,0.25733333329999997,766,'3 3BR','1960-1979',36000
35,0.3398297872,822,'3 3BR','1960-1979',47000
24,0.24613333329999998,827,'2 2BR','1980-1989',45000
53,0.2543157895,897,'4 4BR+','2000-2009',132000
31,0.21396610170000002,870,'3 3BR','2000-2009',59000
46,0.053321554800000004,1283,'4 4BR+','1990-1999',113000
38,0.0522909272,870,'3 3BR','1990-1999',148127
-9,-9.0,1659,'3 3BR','1980-1989',-9
-9,-9.0,1286,'2 2BR','2000-2009',-9
65,0.0940490798,865,'3 3BR','2000-2009',58000
34,0.290625,585,'2 2BR','1980-1989',22000
44,5.4239999999999995,1139,'3 3BR','2000-2009',0
65,0.18928,1399,'3 3BR','1980-1989',75000
53,0.4059237537,1612,'4 4BR+','2000-2009',0
50,0.5365423729,1359,'4 4BR+','2000-2009',24500
67,3.65,1139,'3 3BR','1980-1989',0
42,0.3568421053,925,'3 3BR','1980-1989',14000
40,0.4060067668,930,'3 3BR','2000-2009',39104
29,0.4408636364,1515,'3 3BR','2000-2009',88000
-9,-9.0,1104,'3 3BR','2000-2009',-9
57,0.11074285710000001,897,'3 3BR','1980-1989',90000
43,0.2943272727,1031,'3 3BR','2000-2009',55000
72,0.159271459,890,'3 3BR','2000-2009',7000
52,0.1063636364,806,'3 3BR','1990-1999',110000
27,0.6698181818,575,'1 1BR','1980-1989',22000
37,0.1371895821,693,'2 2BR','1980-1989',38400
56,0.2886315789,886,'4 4BR+','2000-2009',111000
57,0.0377517176,677,'2 2BR','1980-1989',0
36,0.1506610169,956,'4 4BR+','2000-2009',231000
70,0.2807539683,528,'1 1BR','1980-1989',0
32,0.5445714286,1286,'2 2BR','1980-1989',42000
27,1.1832,1278,'3 3BR','2000-2009',19000
-9,-9.0,791,'3 3BR','2000-2009',-9
55,1.95,791,'3 3BR','2000-2009',0
55,0.11663704720000001,695,'2 2BR','1980-1989',0
24,0.1735449735,531,'1 1BR','1980-1989',55000
52,0.1167804878,1107,'4 4BR+','2000-2009',82000
26,0.1281758242,865,'3 3BR','2000-2009',136000
64,0.19236111109999998,1053,'3 3BR','1980-1989',0
60,0.3212,597,'1 1BR','1980-1989',0
50,0.4065714286,1169,'4 4BR+','2000-2009',0
33,0.0734608696,1169,'4 4BR+','2000-2009',150000
44,0.11848818900000001,1169,'4 4BR+','2000-2009',127000
28,0.1363131673,1042,'3 3BR','2000-2009',127000
34,0.250368932,1042,'3 3BR','2000-2009',103000
40,-1.0,1169,'4 4BR+','2000-2009',0
49,0.2748,633,'1 1BR','1990-1999',20000
38,0.2506981642,1454,'4 4BR+','1980-1989',131000
51,0.08937797759999999,998,'4 4BR+','1980-1989',149000
35,0.1263272727,780,'3 3BR','1980-1989',102000
38,0.08536817099999999,1291,'4 4BR+','2000-2009',83000
66,0.6275,1294,'4 4BR+','2000-2009',12000
55,0.1311755725,935,'2 2BR','1980-1989',195000
51,0.1422106632,1132,'3 3BR','2000-2009',115000
42,0.0112,934,'2 2BR','2000-2009',135000
35,1.8746666666999998,635,'2 2BR','1980-1989',0
-9,-9.0,635,'2 2BR','2000-2009',-9
31,0.2201966726,865,'3 3BR','2000-2009',83489
51,0.6763433417,1090,'4 4BR+','2000-2009',89000
28,0.7045138198,757,'3 3BR','1980-1989',12000
70,0.13734375,757,'3 3BR','1990-1999',95000
23,0.3474545455,670,'1 1BR','1980-1989',22000
79,0.6703011887,836,'1 1BR','1980-1989',0
40,0.426,829,'3 3BR','2000-2009',20000
36,0.0781213936,956,'4 4BR+','2000-2009',0
-9,-9.0,849,'4 4BR+','1990-1999',-9
42,0.1644,896,'4 4BR+','1990-1999',90000
-9,-9.0,877,'3 3BR','1980-1989',-9
59,0.16008871189999999,783,'3 3BR','1980-1989',40000
69,0.1154412165,1042,'3 3BR','1980-1989',0
48,0.1595,1119,'4 4BR+','2000-2009',48000
39,1.6340425532,1119,'4 4BR+','1960-1979',23500
-9,-9.0,933,'3 3BR','2000-2009',-9
24,1.0051764706,933,'3 3BR','1980-1989',1125
43,0.0726872247,1961,'4 4BR+','1980-1989',185000
55,0.09389765259999999,599,'2 2BR','2000-2009',40000
-9,-9.0,710,'3 3BR','2000-2009',-9
50,0.0721753247,1174,'4 4BR+','1980-1989',117700
40,0.41200000000000003,1283,'4 4BR+','2000-2009',51000
59,0.4126829268,1283,'4 4BR+','2000-2009',41000
-9,-9.0,658,'1 1BR','2000-2009',-9
46,0.12163636359999999,1037,'4 4BR+','2000-2009',220000
32,0.1863333333,1037,'4 4BR+','2000-2009',108000
42,0.3755,658,'1 1BR','1980-1989',24000
42,0.1465263158,791,'3 3BR','2000-2009',190000
60,0.0249425287,791,'3 3BR','2000-2009',58000
-9,-9.0,556,'2 2BR','1980-1989',-9
28,0.1336798337,556,'2 2BR','1980-1989',57720
30,0.3163636364,556,'2 2BR','1980-1989',22000
44,0.1614216867,1383,'3 3BR','1980-1989',140000
50,0.1947343896,1470,'4 4BR+','2000-2009',85000
-9,-9.0,1470,'4 4BR+','2000-2009',-9
64,0.3073278779,1517,'4 4BR+','2000-2009',38280
43,2.45925,1517,'4 4BR+','2000-2009',0
54,0.18024,1026,'3 3BR','1990-1999',100000
48,0.2559272727,901,'3 3BR','1980-1989',55000
49,-1.0,715,'2 2BR','1980-1989',0
37,0.0788667199,1090,'4 4BR+','1980-1989',250000
65,0.4601052632,1064,'2 2BR','2000-2009',1000
30,0.2519083969,1491,'3 3BR','2000-2009',41560
43,0.1339459459,880,'4 4BR+','2000-2009',0
24,0.33729729729999997,791,'3 3BR','2000-2009',10000
78,0.5760000000000001,791,'3 3BR','2000-2009',0
37,0.0472,791,'3 3BR','2000-2009',20000
26,1.97,791,'3 3BR','2000-2009',0
64,0.4757142857,791,'3 3BR','2000-2009',0
32,0.2148,598,'1 1BR','1980-1989',30000
59,0.18,925,'3 3BR','1980-1989',2400
25,0.3809142857,925,'3 3BR','2000-2009',20000
-9,-9.0,925,'3 3BR','2000-2009',-9
35,0.2748270677,925,'3 3BR','1980-1989',65000
31,0.236856226,882,'3 3BR','2000-2009',75000
50,0.4992631579,1057,'2 2BR','1980-1989',0
77,0.038191777999999996,738,'3 3BR','1980-1989',0
71,0.0760615385,573,'2 2BR','1980-1989',10000
45,0.1614757282,970,'3 3BR','1980-1989',154500
49,0.31915384620000004,1042,'3 3BR','2000-2009',42000
62,0.2770384255,883,'4 4BR+','1990-1999',14000
66,0.3207236842,656,'1 1BR','1980-1989',0
64,0.2696,649,'2 2BR','1990-1999',60000
49,1.0051343284,1540,'4 4BR+','2000-2009',27500
34,0.08342406320000001,1169,'4 4BR+','2000-2009',120000
58,0.1591111111,896,'2 2BR','1980-1989',54000
-9,-9.0,1069,'1 1BR','2000-2009',-9
-9,-9.0,914,'3 3BR','2000-2009',-9
86,1.2756521739,577,'1 1BR','2000-2009',0
32,0.2082272727,921,'4 4BR+','2000-2009',88000
44,0.39711111109999997,975,'4 4BR+','2000-2009',53000
54,0.1075102041,947,'3 3BR','1990-1999',89000
34,0.09928421050000001,923,'4 4BR+','2000-2009',330000
42,0.7242436149,923,'4 4BR+','2000-2009',25450
-9,-9.0,726,'2 2BR','2000-2009',-9
-9,-9.0,739,'1 1BR','1990-1999',-9
28,0.1648221344,1177,'3 3BR','1980-1989',250000
52,0.14415693599999999,896,'4 4BR+','1980-1989',107000
47,0.0577333333,1799,'3 3BR','1980-1989',90000
58,0.0813334805,1105,'3 3BR','1980-1989',90000
53,0.2195066414,1010,'3 3BR','2000-2009',25000
40,2.0939094222,1278,'3 3BR','1980-1989',9600
62,0.1390956522,956,'3 3BR','1980-1989',115000
43,0.4568813559000001,1099,'4 4BR+','2000-2009',75000
60,0.20705882350000002,953,'4 4BR+','1980-1989',0
52,0.12448318800000001,827,'2 2BR','2000-2009',80000
23,0.3576,517,'1 1BR','1980-1989',20000
48,0.473625,1042,'3 3BR','2000-2009',32000
80,0.20333333329999997,599,'2 2BR','1980-1989',0
70,0.30666666670000003,484,'1 1BR','1980-1989',0
-9,-9.0,1054,'2 2BR','2000-2009',-9
84,3.0678733032,740,'2 2BR','1980-1989',0
40,0.2525911708,831,'3 3BR','1980-1989',55800
25,0.19752,606,'2 2BR','1990-1999',50000
55,0.15332374099999999,1042,'3 3BR','2000-2009',69000
36,0.2516469168,1169,'4 4BR+','2000-2009',100900
44,0.0352173913,1097,'4 4BR+','1980-1989',46000
-9,-9.0,877,'1 1BR','1980-1989',-9
48,0.23632653059999997,847,'4 4BR+','2000-2009',98000
59,0.0732,847,'4 4BR+','2000-2009',150000
61,0.060335664299999994,757,'3 3BR','2000-2009',83000
22,0.3248144796,2411,'4 4BR+','1980-1989',25000
53,0.074304,1471,'2 2BR','1980-1989',105000
-9,-9.0,501,'1 1BR','1980-1989',-9
56,0.33081081079999997,1029,'2 2BR','1980-1989',40700
49,0.097394947,1479,'4 4BR+','1980-1989',133000
39,0.1628764045,1164,'3 3BR','1980-1989',89000
38,0.1703045685,648,'1 1BR','1980-1989',0
64,0.3387612462,1164,'3 3BR','1980-1989',35000
63,0.9610708309999999,844,'2 2BR','1980-1989',0
59,0.0538064516,818,'3 3BR','1980-1989',180000
33,0.3562641509,1126,'3 3BR','2000-2009',106000
56,0.08035010940000001,548,'2 2BR','1980-1989',42000
41,0.167877551,930,'3 3BR','1980-1989',98000
79,0.214,597,'1 1BR','1980-1989',0
93,0.7090000000000001,804,'2 2BR','1990-1999',0
25,0.25875,782,'4 4BR+','2000-2009',48000
45,0.24121964989999997,1271,'4 4BR+','2000-2009',131000
75,0.1539428571,1314,'4 4BR+','1980-1989',0
41,0.1325171582,847,'4 4BR+','2000-2009',52270
56,0.1236392531,982,'4 4BR+','1980-1989',75500
31,0.2086410574,2171,'4 4BR+','1980-1989',180800
89,8.568835098300001,832,'1 1BR','1980-1989',0
72,0.5019130435,832,'1 1BR','1980-1989',16000
-9,-9.0,573,'2 2BR','2000-2009',-9
55,0.0619674422,832,'4 4BR+','1990-1999',490968
62,2.2033898305,1846,'3 3BR','1980-1989',0
-9,-9.0,827,'2 2BR','1980-1989',-9
29,0.36786092859999997,776,'4 4BR+','2000-2009',47000
-9,-9.0,556,'2 2BR','1980-1989',-9
22,0.8531868131999999,556,'2 2BR','1980-1989',9100
52,0.1093090909,954,'3 3BR','1980-1989',55000
50,0.3335,637,'2 2BR','1990-1999',24000
57,0.1522666667,605,'2 2BR','2000-2009',54948
54,0.28425,690,'2 2BR','1980-1989',32000
47,0.23616596410000001,979,'4 4BR+','2000-2009',90000
-9,-9.0,979,'4 4BR+','2000-2009',-9
80,0.23481490359999999,686,'2 2BR','2000-2009',0
61,0.4395692308,1018,'3 3BR','2000-2009',10000
25,0.4736,708,'2 2BR','2000-2009',30000
52,0.2578782609,1731,'4 4BR+','1980-1989',171000
26,0.1333333333,738,'2 2BR','1980-1989',0
-9,-9.0,605,'2 2BR','1980-1989',-9
84,0.15243953400000002,1018,'3 3BR','1980-1989',0
24,0.4100787402,788,'4 4BR+','1990-1999',50000
61,0.0603809524,738,'3 3BR','1980-1989',0
-9,-9.0,591,'1 1BR','1980-1989',-9
68,0.5875199999999999,928,'3 3BR','1980-1989',16339
73,0.1177464789,1178,'3 3BR','1980-1989',0
55,0.11681078939999999,882,'3 3BR','1980-1989',110000
28,0.2299460805,1251,'4 4BR+','1980-1989',95000
60,0.0571256403,673,'2 2BR','1980-1989',41406
-9,-9.0,915,'3 3BR','1980-1989',-9
30,0.2258,930,'3 3BR','1980-1989',60000
44,0.6296666667,616,'2 2BR','2000-2009',36000
66,0.2834117647,928,'4 4BR+','2000-2009',56000
-9,-9.0,882,'3 3BR','2000-2009',-9
25,0.436,865,'3 3BR','2000-2009',42000
51,0.1134,865,'3 3BR','2000-2009',40000
66,0.2569357355,710,'3 3BR','1990-1999',7200
62,0.4917073171,844,'3 3BR','2000-2009',6714
59,0.3536,1504,'4 4BR+','1980-1989',200000
39,0.14278787880000002,1399,'3 3BR','1980-1989',49500
86,0.6671146245,605,'2 2BR','1980-1989',0
56,0.5456842104999999,1042,'3 3BR','1980-1989',24500
48,0.3392,930,'3 3BR','1980-1989',27000
36,0.2162556054,1169,'4 4BR+','2000-2009',68000
45,0.2944941176,797,'2 2BR','2000-2009',42500
60,0.1169302326,1018,'2 2BR','1980-1989',43000
64,0.096,1204,'3 3BR','1980-1989',50000
26,0.2120526316,738,'3 3BR','2000-2009',76000
54,0.239490085,739,'1 1BR','1990-1999',57000
51,0.2115949367,823,'3 3BR','1980-1989',79000
39,0.16112,797,'2 2BR','1980-1989',75000
32,0.0686511628,1205,'3 3BR','2000-2009',86000
29,0.8810769231000001,1504,'4 4BR+','2000-2009',26000
70,0.3072161403,672,'2 2BR','1980-1989',0
57,0.3903905325,1023,'4 4BR+','2000-2009',82000
-9,-9.0,925,'3 3BR','1980-1989',-9
70,0.1601725067,925,'3 3BR','1980-1989',46450
47,0.4450909091,726,'2 2BR','2000-2009',22000
54,0.7148571429,1198,'4 4BR+','2000-2009',43000
27,0.7342285714,1042,'3 3BR','2000-2009',40000
49,0.6273148148,829,'3 3BR','1980-1989',12000
61,0.43778656130000004,915,'2 2BR','1980-1989',24056
24,0.2161363636,846,'4 4BR+','2000-2009',88000
22,0.37894736840000004,556,'2 2BR','1980-1989',20000
46,0.2681142857,1037,'4 4BR+','2000-2009',70000
39,0.2948,787,'3 3BR','2000-2009',60000
28,0.3098275862,610,'2 2BR','1980-1989',18000
60,0.2662857143,544,'1 1BR','1980-1989',21000
43,0.11087999999999999,968,'4 4BR+','2000-2009',37879
48,0.313733792,1445,'4 4BR+','1990-1999',17059
82,0.6542713568,572,'2 2BR','2000-2009',0
51,1.550980934,538,'1 1BR','1980-1989',7000
27,0.392238806,1239,'1 1BR','1980-1989',36000
64,0.1552869856,1239,'1 1BR','1980-1989',0
25,0.2965714286,556,'2 2BR','1980-1989',21000
49,0.1740821918,818,'3 3BR','2000-2009',60000
81,0.0705906707,710,'3 3BR','1980-1989',0
73,0.3077862595,1168,'1 1BR','1980-1989',8000
41,0.4647581291,1969,'4 4BR+','1980-1989',0
-9,-9.0,599,'2 2BR','1980-1989',-9
-9,-9.0,869,'2 2BR','1980-1989',-9
76,0.1413636364,1491,'3 3BR','1980-1989',0
45,0.045212801500000004,1651,'4 4BR+','1980-1989',485968
35,0.1992713004,1089,'4 4BR+','2000-2009',127000
-9,-9.0,1325,'4 4BR+','2000-2009',-9
-9,-9.0,785,'2 2BR','1980-1989',-9
41,0.3701741105,757,'3 3BR','1980-1989',14400
36,0.5694117647,1205,'3 3BR','2000-2009',40800
55,0.05720965610000001,1408,'4 4BR+','2000-2009',72000
43,0.8859130434999999,1205,'3 3BR','2000-2009',23000
55,0.2514285714,939,'4 4BR+','2000-2009',105000
-9,-9.0,630,'2 2BR','2000-2009',-9
-9,-9.0,630,'2 2BR','2000-2009',-9
-9,-9.0,630,'2 2BR','2000-2009',-9
-9,-9.0,506,'1 1BR','2000-2009',-9
-9,-9.0,630,'2 2BR','2000-2009',-9
-9,-9.0,630,'2 2BR','2000-2009',-9
23,0.17776744190000002,900,'3 3BR','2000-2009',43000
62,0.0897892272,683,'2 2BR','1980-1989',0
35,0.4370000000000001,1169,'4 4BR+','2000-2009',48000
51,0.20595,703,'2 2BR','1980-1989',80000
51,0.1840166175,1283,'4 4BR+','1980-1989',136000
45,0.34596923079999997,992,'4 4BR+','2000-2009',80000
81,0.2953730857,700,'2 2BR','2000-2009',0
-9,-9.0,1011,'4 4BR+','2000-2009',-9
-9,-9.0,858,'2 2BR','2000-2009',-9
28,0.5815,1262,'4 4BR+','2000-2009',15000
60,0.1413134328,909,'3 3BR','2000-2009',55000
81,0.07913232099999999,637,'2 2BR','1980-1989',20000
24,0.17132673269999998,833,'2 2BR','1980-1989',50500
35,0.2145882353,951,'4 4BR+','1980-1989',68000
52,0.142,899,'3 3BR','2000-2009',66000
36,1.1996604735,951,'4 4BR+','2000-2009',53000
