AGE1,BURDEN,FMR,FMTBEDRMS,FMTBUILT,TOTSAL
-9,-9.0,882,'3 3BR','2000-2009',-9
24,0.6192,615,'2 2BR','1980-1989',10000
65,0.08208,844,'3 3BR','1980-1989',0
65,0.1126331811,778,'2 2BR','1980-1989',0
25,0.2269090909,815,'3 3BR','2000-2009',77000
51,0.08388,815,'3 3BR','1980-1989',96907
56,0.7698113208,870,'3 3BR','1990-1999',53000
50,0.1456,1169,'4 4BR+','2000-2009',150000
-9,-9.0,1169,'4 4BR+','2000-2009',-9
32,0.09935434050000001,1138,'4 4BR+','2000-2009',10000
83,1.3991803279,1269,'2 2BR','1980-1989',0
51,0.6070537940999999,1138,'4 4BR+','2000-2009',70000
21,0.43799999999999994,726,'2 2BR','1980-1989',20000
33,0.2257674419,558,'2 2BR','1980-1989',15000
78,0.072815534,538,'1 1BR','1980-1989',0
64,0.1049142857,1203,'3 3BR','1980-1989',35000
28,0.3088235294,616,'2 2BR','1980-1989',20000
65,0.2559493671,635,'2 2BR','1980-1989',25000
24,0.8710756972,984,'4 4BR+','1980-1989',25000
37,0.14880932560000001,1097,'4 4BR+','2000-2009',90000
50,0.29957142859999997,915,'2 2BR','1980-1989',28000
26,0.204,718,'1 1BR','1980-1989',35000
30,0.76,968,'3 3BR','1980-1989',10200
63,0.23314285710000002,1491,'3 3BR','2000-2009',0
53,0.1313432836,966,'3 3BR','1980-1989',100500
20,0.9458423596,915,'4 4BR+','2000-2009',6000
54,0.1405333333,610,'2 2BR','2000-2009',45000
55,0.08893862820000001,1961,'4 4BR+','1980-1989',235000
22,0.19070108449999998,1042,'3 3BR','2000-2009',105023
-9,-9.0,900,'3 3BR','2000-2009',-9
27,0.266,804,'2 2BR','2000-2009',42000
29,0.22011940300000002,1157,'3 3BR','2000-2009',67000
-9,-9.0,982,'4 4BR+','2000-2009',-9
59,0.196,982,'4 4BR+','2000-2009',30000
-9,-9.0,896,'2 2BR','2000-2009',-9
74,2.8866403162,896,'2 2BR','2000-2009',0
53,0.036397351,1042,'3 3BR','2000-2009',75500
-9,-9.0,896,'2 2BR','1980-1989',-9
-9,-9.0,715,'2 2BR','2000-2009',-9
93,1.7027027027000001,922,'3 3BR','1980-1989',0
17,0.3220512821,639,'2 2BR','1980-1989',23400
44,1.678647756,811,'3 3BR','1990-1999',0
35,0.3677057724,961,'4 4BR+','2000-2009',50000
68,0.3338709677,961,'4 4BR+','2000-2009',6000
39,0.1242202247,1147,'4 4BR+','2000-2009',0
78,0.2098610575,951,'4 4BR+','2000-2009',12000
-9,-9.0,687,'2 2BR','2000-2009',-9
-9,-9.0,863,'3 3BR','1980-1989',-9
36,0.3263414634,1082,'2 2BR','2000-2009',123000
66,0.9587628866,993,'1 1BR','1960-1979',0
17,0.36735,2118,'4 4BR+','2000-2009',80000
30,0.1669356698,1659,'3 3BR','1980-1989',166130
33,0.28450860629999997,1077,'3 3BR','2000-2009',107700
54,0.44561999999999996,1239,'4 4BR+','2000-2009',200000
-9,-9.0,831,'3 3BR','1980-1989',-9
50,0.18667397859999998,1491,'3 3BR','1980-1989',101000
27,0.1327346939,791,'3 3BR','2000-2009',73500
79,0.11885245900000001,791,'3 3BR','2000-2009',0
84,0.4362385321,658,'2 2BR','1990-1999',2900
34,0.0767647059,1097,'3 3BR','2000-2009',68000
66,0.0184864865,1048,'3 3BR','1980-1989',169800
45,0.29957142859999997,829,'3 3BR','1980-1989',56000
-9,-9.0,1485,'2 2BR','2000-2009',-9
78,0.3164212281,2125,'3 3BR','1980-1989',230
33,0.5536,1741,'4 4BR+','2000-2009',195000
30,0.1911,1238,'1 1BR','1980-1989',80000
22,0.2970526316,2125,'3 3BR','1980-1989',57000
28,0.30264,1069,'4 4BR+','2000-2009',100000
-9,-9.0,854,'3 3BR','2000-2009',-9
57,0.1383251232,1075,'4 4BR+','1980-1989',80000
39,0.161595092,901,'3 3BR','1980-1989',65000
61,0.1537260468,1447,'4 4BR+','1980-1989',134000
63,0.1931428571,883,'4 4BR+','1980-1989',126000
23,0.8029714286,1189,'2 2BR','1980-1989',30000
39,0.135125,831,'3 3BR','2000-2009',0
23,0.604,606,'2 2BR','1980-1989',12000
-9,-9.0,880,'4 4BR+','2000-2009',-9
-9,-9.0,944,'4 4BR+','1980-1989',-9
34,0.3962,1009,'4 4BR+','2000-2009',0
27,0.0737956204,791,'3 3BR','1980-1989',54800
61,6.43,542,'2 2BR','1980-1989',0
37,0.27035294120000003,778,'2 2BR','1980-1989',34000
48,0.18026666670000002,1035,'4 4BR+','1990-1999',90000
58,1.1785263158,819,'2 2BR','1980-1989',16000
43,0.42157664229999997,1742,'4 4BR+','2000-2009',125000
63,0.2667480916,1709,'4 4BR+','1980-1989',26000
27,0.1530857143,881,'4 4BR+','1990-1999',69924
38,0.2340116095,766,'3 3BR','1990-1999',79000
25,0.12829268289999998,1408,'4 4BR+','1980-1989',123000
45,0.4140983607,844,'2 2BR','1980-1989',22000
36,0.17342192690000002,1048,'3 3BR','1990-1999',60000
46,0.5023411371000001,674,'2 2BR','1990-1999',15000
47,0.09623999999999999,1251,'4 4BR+','1980-1989',122000
50,0.20064,740,'2 2BR','1980-1989',0
54,0.2955,685,'1 1BR','1980-1989',24000
45,0.3093442623,685,'1 1BR','1980-1989',24400
28,0.051,685,'1 1BR','1980-1989',24000
60,1.38,685,'1 1BR','1980-1989',8000
55,0.1992,968,'3 3BR','1980-1989',45000
35,0.31056,1250,'2 2BR','1980-1989',100000
60,0.0744,1097,'4 4BR+','1980-1989',50000
48,0.0877980583,1291,'4 4BR+','1980-1989',207500
39,0.1052104208,1042,'3 3BR','1980-1989',99800
66,0.2448,677,'2 2BR','1980-1989',0
51,0.0550900471,865,'3 3BR','1990-1999',485968
28,0.3895,669,'1 1BR','1980-1989',24000
33,0.2045454545,1428,'3 3BR','1980-1989',121000
37,0.2205266904,985,'4 4BR+','1990-1999',133000
78,0.22799810399999998,968,'3 3BR','1980-1989',10073
47,0.1035652174,941,'4 4BR+','1980-1989',138000
45,0.2166,1097,'4 4BR+','1980-1989',0
37,0.1768141593,818,'3 3BR','1990-1999',107000
52,0.0385832567,1362,'4 4BR+','1980-1989',192000
44,0.188736,1362,'4 4BR+','1990-1999',140000
65,0.1459310345,690,'2 2BR','1980-1989',0
26,0.29777777780000003,738,'3 3BR','1980-1989',27000
79,0.1146206897,573,'2 2BR','1980-1989',0
-9,-9.0,1361,'2 2BR','1980-1989',-9
35,0.32004834239999996,604,'2 2BR','1980-1989',35000
50,0.3159310345,789,'4 4BR+','1990-1999',25000
27,0.21146666670000008,1134,'1 1BR','1980-1989',90000
37,0.1812705882,1097,'4 4BR+','1980-1989',0
33,0.1321090909,1139,'3 3BR','2000-2009',110000
-9,-9.0,782,'2 2BR','1980-1989',-9
32,0.28512,1139,'3 3BR','1980-1989',50000
86,2.365,819,'2 2BR','1980-1989',0
58,0.3252314815,710,'1 1BR','1990-1999',0
38,0.5150295858,703,'2 2BR','1990-1999',25350
89,0.24,1158,'1 1BR','1980-1989',0
27,0.05484,1659,'3 3BR','1980-1989',100000
41,0.19328,1237,'3 3BR','1990-1999',75000
17,73.208053691,891,'2 2BR','1980-1989',0
27,0.22674331420000002,1077,'3 3BR','1980-1989',40000
47,0.0359083969,1257,'2 2BR','1990-1999',128000
35,0.36371428570000003,968,'3 3BR','1980-1989',42000
70,0.1107889126,1331,'4 4BR+','1980-1989',25000
-9,-9.0,797,'2 2BR','2000-2009',-9
51,0.18228571429999998,1035,'3 3BR','1980-1989',105000
43,0.0878206278,878,'4 4BR+','1990-1999',111000
22,0.1963018868,1064,'2 2BR','1990-1999',53000
40,0.1491315789,1180,'4 4BR+','1990-1999',140000
59,0.758746988,1470,'4 4BR+','2000-2009',32500
38,0.5502745143,1470,'4 4BR+','2000-2009',135000
54,0.062469295999999994,1617,'4 4BR+','1990-1999',485968
41,0.5385,1517,'4 4BR+','2000-2009',70000
29,0.2436164384,1470,'4 4BR+','2000-2009',0
37,0.1807741935,1158,'2 2BR','1980-1989',183000
58,0.0511807229,1042,'3 3BR','1990-1999',25000
66,0.10940195960000001,1014,'4 4BR+','1990-1999',29000
32,0.1045853659,615,'2 2BR','1980-1989',30000
-9,-9.0,1057,'2 2BR','1980-1989',-9
40,0.258225,848,'3 3BR','1980-1989',100000
36,0.2321142857,1148,'3 3BR','1980-1989',140000
30,0.3545,788,'2 2BR','1990-1999',24000
60,0.3352,1485,'2 2BR','1980-1989',60000
-9,-9.0,794,'2 2BR','1980-1989',-9
68,7.2864157119,1077,'3 3BR','1980-1989',0
27,0.3101965318,1054,'2 2BR','1980-1989',43250
81,0.57625,511,'1 1BR','1990-1999',0
66,0.5102040816,662,'2 2BR','1980-1989',0
75,0.05816,685,'1 1BR','1980-1989',150000
30,0.155755102,685,'1 1BR','1980-1989',49000
34,0.49391304350000004,735,'1 1BR','1980-1989',13770
55,0.1794044665,1314,'4 4BR+','1980-1989',112000
65,0.1895623684,858,'2 2BR','1980-1989',0
-9,-9.0,832,'1 1BR','2000-2009',-9
52,0.492326284,1014,'2 2BR','1980-1989',33100
57,0.1835294118,1053,'3 3BR','1980-1989',90000
21,7.52,690,'2 2BR','1980-1989',0
31,0.23174603170000002,677,'2 2BR','1990-1999',37800
44,0.1396571429,1367,'4 4BR+','1980-1989',105000
52,0.2265,685,'1 1BR','1980-1989',29000
-9,-9.0,685,'1 1BR','1980-1989',-9
40,0.1758221819,685,'1 1BR','1980-1989',44000
44,0.041247894,865,'3 3BR','1980-1989',102558
83,0.4023101845000001,797,'2 2BR','1990-1999',0
47,0.0821888154,1447,'4 4BR+','1990-1999',73200
28,0.2847692308,797,'2 2BR','1980-1989',26000
27,0.8697600000000001,925,'3 3BR','1980-1989',25000
50,0.4238899804,1200,'4 4BR+','1980-1989',50900
45,0.0474594595,766,'3 3BR','1990-1999',107000
46,0.28600000000000003,483,'1 1BR','1980-1989',24000
36,0.1321144674,787,'3 3BR','1980-1989',71000
44,0.3344,687,'2 2BR','1990-1999',30000
47,0.1652343982,944,'3 3BR','1980-1989',50600
45,0.1441090909,1138,'4 4BR+','1980-1989',110000
20,0.2116472546,693,'2 2BR','1980-1989',0
35,0.0688636859,1846,'3 3BR','1990-1999',0
49,0.2291009174,1056,'3 3BR','1990-1999',109000
41,0.3920930233,1135,'4 4BR+','1980-1989',43000
38,0.1662089552,968,'3 3BR','2000-2009',67000
81,0.5548321703,726,'2 2BR','1980-1989',0
23,0.2898181818,693,'2 2BR','1980-1989',33000
68,0.47864788729999996,2118,'4 4BR+','1980-1989',0
39,0.5505,2118,'4 4BR+','1980-1989',72000
56,0.3211231102,1205,'2 2BR','1980-1989',30000
45,0.2295737705,1043,'3 3BR','1980-1989',122000
55,0.7320353529000001,1659,'3 3BR','1980-1989',24000
46,0.2074716981,1174,'4 4BR+','1990-1999',158000
42,0.0690909091,831,'3 3BR','1990-1999',211200
77,0.2546938776,1069,'1 1BR','1980-1989',0
73,0.0991304348,1189,'2 2BR','1980-1989',0
56,0.1317,1462,'3 3BR','1980-1989',120000
47,0.21083455339999999,1252,'4 4BR+','1980-1989',115425
26,0.30886153850000003,947,'3 3BR','1980-1989',65000
-9,-9.0,757,'3 3BR','1980-1989',-9
-9,-9.0,1315,'4 4BR+','1990-1999',-9
65,0.1831195521,847,'4 4BR+','1990-1999',50000
36,0.0939518858,935,'2 2BR','1980-1989',65000
39,0.11744,978,'3 3BR','1990-1999',150000
57,1.2571428570999998,1035,'3 3BR','1980-1989',0
39,0.1571142285,1035,'3 3BR','1980-1989',59880
-9,-9.0,1207,'3 3BR','1980-1989',-9
42,0.0611101101,1138,'4 4BR+','1980-1989',70
57,0.096,1053,'3 3BR','1990-1999',165000
42,0.36257142859999997,768,'2 2BR','1980-1989',28000
-9,-9.0,768,'2 2BR','1980-1989',-9
29,0.2283692308,935,'2 2BR','1980-1989',65000
53,0.60888,1757,'3 3BR','1980-1989',50000
30,1.6684,988,'0 Studio','1990-1999',30000
27,0.16831168829999998,814,'2 2BR','1980-1989',77000
32,0.49776000000000004,1485,'2 2BR','1980-1989',25000
-9,-9.0,740,'2 2BR','1980-1989',-9
22,3.279,1269,'2 2BR','1990-1999',4000
36,0.24675,891,'2 2BR','1980-1989',80000
42,0.1572307692,830,'3 3BR','1980-1989',78000
36,0.1849043478,880,'4 4BR+','1980-1989',115000
40,0.33969230770000003,2021,'4 4BR+','1990-1999',26000
46,0.7477162205,915,'3 3BR','1990-1999',22001
57,0.3545,676,'1 1BR','1980-1989',24000
52,0.25464000000000003,925,'3 3BR','1990-1999',50000
-9,-9.0,941,'2 2BR','1980-1989',-9
63,0.1268773279,1251,'4 4BR+','1990-1999',217500
74,0.2816210336,968,'3 3BR','1990-1999',18000
47,0.2893574044,2125,'3 3BR','1980-1989',0
26,0.8749500599,707,'1 1BR','1980-1989',10000
35,0.1287272727,605,'1 1BR','1980-1989',55000
69,0.3316256158,968,'3 3BR','1990-1999',16000
42,0.1804033468,804,'2 2BR','1980-1989',0
40,0.2154146341,579,'1 1BR','1980-1989',41000
-9,-9.0,1251,'4 4BR+','1980-1989',-9
51,0.2571612903,1251,'4 4BR+','1980-1989',93000
-9,-9.0,1169,'4 4BR+','1990-1999',-9
68,0.4738887539,1208,'3 3BR','1980-1989',0
21,1.1345254470000001,779,'2 2BR','1980-1989',10905
30,0.3504,989,'2 2BR','1960-1979',25000
54,0.1822014052,1800,'4 4BR+','1990-1999',113400
49,0.3685714286,1251,'4 4BR+','1990-1999',3000
37,0.1248,1138,'4 4BR+','1990-1999',130000
43,0.31666666670000004,740,'2 2BR','1980-1989',36000
31,0.1419512195,832,'1 1BR','1980-1989',62000
50,0.1085461267,1291,'4 4BR+','1980-1989',238744
59,0.1623779528,1757,'3 3BR','1980-1989',182000
49,0.435,658,'1 1BR','1980-1989',3600
-9,-9.0,798,'2 2BR','1980-1989',-9
60,0.31733333329999996,1019,'3 3BR','1980-1989',72000
37,0.25632,794,'2 2BR','1980-1989',70000
38,0.3792,835,'1 1BR','1980-1989',20000
63,0.1365095541,1314,'4 4BR+','1980-1989',130000
53,0.21921423489999997,1123,'3 3BR','1980-1989',97000
36,0.2747142857,1269,'2 2BR','1980-1989',56000
24,0.2569411765,1018,'2 2BR','1980-1989',51000
34,0.3041516588,1492,'4 4BR+','1980-1989',211000
25,0.23415,1054,'2 2BR','1980-1989',80000
38,0.4950229709,1269,'2 2BR','1980-1989',49000
40,0.327,1367,'4 4BR+','1990-1999',116000
36,0.4368,817,'2 2BR','1980-1989',12500
46,0.11439024390000001,1359,'4 4BR+','1990-1999',147600
33,0.2700788301,935,'2 2BR','1980-1989',35000
63,0.3545142857,677,'2 2BR','1980-1989',35000
-9,-9.0,2118,'4 4BR+','1980-1989',-9
46,0.2678029294,1059,'3 3BR','1980-1989',75000
51,0.1292473118,968,'3 3BR','1980-1989',165000
85,0.5303414634,664,'1 1BR','1980-1989',0
-9,-9.0,1372,'3 3BR','1980-1989',-9
47,0.5415,1302,'3 3BR','1980-1989',40000
-9,-9.0,1139,'3 3BR','1990-1999',-9
26,0.2944864865,849,'2 2BR','1980-1989',37000
61,0.024258036200000003,992,'4 4BR+','1980-1989',30000
50,0.08467605630000001,1028,'3 3BR','1980-1989',142000
58,0.10196449699999999,2444,'4 4BR+','1980-1989',290000
56,0.19875,1709,'4 4BR+','1980-1989',0
71,0.106681465,1143,'3 3BR','1990-1999',0
46,0.08415015640000001,1291,'4 4BR+','1990-1999',190000
50,0.2183090379,1367,'4 4BR+','1990-1999',171500
27,0.25488,624,'1 1BR','1980-1989',25000
43,0.2966863905,1474,'4 4BR+','1980-1989',101000
46,0.22668551239999998,1287,'4 4BR+','1980-1989',135000
42,0.2747234043,2021,'4 4BR+','1990-1999',98932
28,0.4661533847,658,'1 1BR','1980-1989',20000
45,0.3782003294,968,'3 3BR','1980-1989',80000
-9,-9.0,740,'2 2BR','1990-1999',-9
25,0.43296,1054,'2 2BR','1990-1999',50000
53,0.0814621539,1590,'4 4BR+','1980-1989',971936
60,0.15361256539999998,1314,'4 4BR+','1990-1999',113000
49,0.29341935480000003,768,'2 2BR','1980-1989',31000
46,0.9526153846,1016,'1 1BR','1980-1989',13000
25,0.2076,1205,'2 2BR','1990-1999',80000
68,0.3204040404,849,'2 2BR','1980-1989',17000
54,0.3922,1492,'4 4BR+','1990-1999',60000
25,0.1747636364,707,'1 1BR','1980-1989',55000
48,0.0640178549,951,'4 4BR+','1980-1989',35000
45,0.3504,948,'3 3BR','1980-1989',65000
46,0.2822493888,740,'2 2BR','1980-1989',0
78,1.0590000000000002,648,'1 1BR','1980-1989',0
24,1.0648809859000001,854,'2 2BR','1980-1989',13121
33,0.1411343284,968,'3 3BR','1980-1989',67000
43,0.312,1055,'1 1BR','1990-1999',0
32,0.2696363636,740,'2 2BR','1980-1989',66000
28,0.7043786981999999,1043,'3 3BR','1990-1999',25350
40,0.3484870849,1131,'4 4BR+','1990-1999',40000
-9,-9.0,974,'2 2BR','1980-1989',-9
84,0.2836363636,892,'1 1BR','1980-1989',0
54,0.9114,1269,'2 2BR','1990-1999',0
45,0.8153142857,1090,'4 4BR+','1980-1989',0
47,0.21844940870000001,1042,'3 3BR','1990-1999',103000
50,0.2932027972,1113,'4 4BR+','1990-1999',35000
50,0.0592857143,992,'4 4BR+','1990-1999',84000
50,0.34445255469999997,1372,'3 3BR','1980-1989',24000
36,0.1530461538,968,'3 3BR','1980-1989',130000
45,0.07307999999999999,1024,'3 3BR','1980-1989',100000
55,-1.0,1704,'3 3BR','1980-1989',0
27,0.1280898876,968,'3 3BR','1990-1999',89000
38,0.38478688520000004,1262,'4 4BR+','1980-1989',61000
46,0.9129999999999999,968,'3 3BR','1980-1989',12000
23,1.4304,591,'0 Studio','1980-1989',5000
49,0.2058666667,1097,'4 4BR+','1980-1989',90000
46,0.1056,992,'4 4BR+','1990-1999',140000
-9,-9.0,700,'1 1BR','1980-1989',-9
43,0.2007714561,1612,'4 4BR+','1980-1989',98200
43,0.2421666667,1269,'2 2BR','1990-1999',72000
69,0.1547240275,1037,'4 4BR+','1980-1989',54500
71,0.9319727890999999,677,'2 2BR','1980-1989',0
70,-1.0,1704,'3 3BR','1990-1999',0
71,0.298125,835,'1 1BR','1990-1999',0
41,0.18030769230000002,1037,'4 4BR+','1980-1989',156000
49,0.18525,951,'4 4BR+','1980-1989',128000
53,0.4411578947,1010,'3 3BR','1980-1989',38000
24,0.16829364559999999,779,'2 2BR','1980-1989',76000
46,0.1916697248,910,'3 3BR','1990-1999',109000
48,0.6177777778,1059,'3 3BR','1990-1999',27000
24,0.13960784310000002,779,'2 2BR','1990-1999',76500
54,0.2569714286,1162,'4 4BR+','1990-1999',70000
61,0.0645933014,865,'3 3BR','-5',28424
65,0.045952380999999994,1157,'3 3BR','1960-1979',125000
47,0.3411420205,566,'2 2BR','1980-1989',0
64,0.0468,968,'3 3BR','1980-1989',0
78,0.88,443,'1 1BR','1990-1999',0
28,0.3080930233,1361,'2 2BR','1960-1979',37000
45,0.0538823529,572,'2 2BR','1940-1959',51000
65,0.1237090909,1043,'3 3BR','1990-1999',0
75,0.3,2069,'4 4BR+','-5',0
17,0.2561881188,963,'2 2BR','1960-1979',0
84,0.2507704785,974,'2 2BR','1960-1979',0
45,0.6057,573,'2 2BR','1980-1989',40000
17,0.8949230769,968,'3 3BR','1960-1979',26000
38,0.4350702028,844,'3 3BR','1990-1999',32000
58,0.064293578,847,'4 4BR+','-5',52000
45,0.4087741935,1356,'2 2BR','-5',31000
48,0.17468041239999998,1356,'2 2BR','-5',44808
82,0.0703674746,1043,'3 3BR','1990-1999',0
63,0.0168571429,572,'2 2BR','-5',42000
17,2.9436936937000002,804,'2 2BR','1960-1979',0
54,0.1638387097,1164,'3 3BR','1960-1979',100000
36,0.12,671,'3 3BR','1990-1999',25000
60,0.1505778382,572,'2 2BR','2000-2009',20000
25,0.1736111111,738,'3 3BR','1990-1999',0
34,0.3155223881,1018,'3 3BR','1990-1999',40200
70,0.06759036139999999,672,'2 2BR','1960-1979',0
38,0.0,1090,'4 4BR+','1960-1979',24000
46,0.0817021277,615,'2 2BR','1990-1999',23500
65,0.40516206479999994,1018,'3 3BR','1990-1999',6000
31,0.3976923077,518,'2 2BR','1960-1979',15600
44,0.14754863810000002,847,'4 4BR+','1980-1989',25700
52,0.126,542,'2 2BR','1980-1989',12000
27,0.2291183879,740,'2 2BR','1980-1989',8450
64,0.2019093079,738,'3 3BR','1990-1999',9000
53,0.17529411760000002,901,'3 3BR','1960-1979',33000
20,2.325,1269,'2 2BR','1960-1979',0
46,0.36768,1269,'2 2BR','1960-1979',25000
82,1.4061971831,1269,'2 2BR','1960-1979',0
51,0.0888,530,'1 1BR','1940-1959',0
84,0.8002936857999999,1016,'1 1BR','-5',0
53,0.17862857140000002,1143,'3 3BR','1960-1979',24000
29,0.1727671233,1016,'1 1BR','1940-1959',65000
31,0.4704,1016,'1 1BR','1940-1959',20000
46,0.1996551724,1016,'1 1BR','1960-1979',50000
71,0.19861789010000008,1143,'3 3BR','1960-1979',25000
42,0.2917402597,1016,'1 1BR','1940-1959',38500
44,0.4145142857,1016,'1 1BR','-5',35000
88,0.1486956522,1016,'1 1BR','1980-1989',14000
51,0.1176,1143,'3 3BR','1940-1959',125000
80,0.15872652310000002,1291,'4 4BR+','1940-1959',10000
51,0.0942899155,1016,'1 1BR','-5',65288
78,0.2796,1291,'4 4BR+','1960-1979',0
54,0.2779518072,1016,'1 1BR','1960-1979',33200
52,0.24359375,1143,'3 3BR','1940-1959',67000
83,0.309,1143,'3 3BR','1960-1979',0
79,0.12960108,1143,'3 3BR','1940-1959',66620
52,0.2541711809,1016,'1 1BR','1960-1979',55380
47,0.3848571429,1016,'1 1BR','1960-1979',14000
68,1.8414426676,1016,'1 1BR','1940-1959',0
38,0.18036923079999997,1269,'2 2BR','1960-1979',0
70,0.3698458975,1704,'3 3BR','1960-1979',15600
25,0.1793142857,935,'2 2BR','1960-1979',24000
68,0.0898810398,1143,'3 3BR','1940-1959',16000
61,0.17887999999999998,1143,'3 3BR','1960-1979',75000
39,3.573,1291,'4 4BR+','1940-1959',2000
46,0.0858461538,1269,'2 2BR','1960-1979',130000
44,0.2498886414,1269,'2 2BR','-5',79000
22,0.2706,935,'2 2BR','1940-1959',40000
25,0.1674418605,935,'2 2BR','-5',86000
66,2.6900473933999995,1269,'2 2BR','1940-1959',0
32,0.6903333333,2051,'4 4BR+','1960-1979',36000
50,0.1992,832,'1 1BR','1960-1979',50000
43,0.13483636359999998,1269,'2 2BR','-5',55000
52,0.7408765206,935,'2 2BR','1960-1979',12000
40,-1.0,832,'1 1BR','-5',0
56,0.2095714286,1143,'3 3BR','-5',56000
53,0.35336765270000003,1704,'3 3BR','1940-1959',0
52,0.1172181818,1704,'3 3BR','1940-1959',155000
50,0.519647777,2051,'4 4BR+','1960-1979',0
63,0.35254054049999994,2051,'4 4BR+','1940-1959',126000
45,0.2714285714,832,'1 1BR','-5',9000
-9,-9.0,1291,'4 4BR+','-5',-9
56,0.23715,1704,'3 3BR','1940-1959',80000
49,0.5705454545,832,'1 1BR','1960-1979',0
44,0.0637241379,832,'1 1BR','1960-1979',131000
67,0.05550998769999999,2051,'4 4BR+','1960-1979',0
86,0.13498385359999998,1704,'3 3BR','1940-1959',0
34,0.3272727273,832,'1 1BR','-5',22000
73,0.1556603774,1269,'2 2BR','1940-1959',0
48,0.28800000000000003,1704,'3 3BR','1960-1979',35000
74,0.7672800000000001,1704,'3 3BR','1960-1979',0
93,8.816,1143,'3 3BR','-5',0
60,0.23985032739999998,956,'3 3BR','-5',0
22,1.2066666667000001,727,'0 Studio','-5',7200
-9,-9.0,832,'1 1BR','1980-1989',-9
40,0.2225142857,992,'4 4BR+','-5',70000
-9,-9.0,1269,'2 2BR','1980-1989',-9
88,0.1130232558,794,'2 2BR','-5',0
77,1.9431192661,1028,'3 3BR','-5',0
54,0.2328,803,'2 2BR','-5',45000
64,0.17415113969999998,2051,'4 4BR+','1940-1959',0
62,0.2515813953,1028,'3 3BR','1960-1979',86000
22,1.5624,832,'1 1BR','-5',5000
20,0.4063255814,832,'1 1BR','-5',18000
-9,-9.0,793,'2 2BR','-5',-9
30,0.6448,1016,'1 1BR','-5',15000
28,0.2084151993,832,'1 1BR','1960-1979',107900
32,0.2469306931,935,'2 2BR','-5',60600
63,0.2633638634,1269,'2 2BR','1960-1979',144000
28,0.28,1016,'1 1BR','1960-1979',30000
93,0.968,793,'2 2BR','1960-1979',0
88,0.2790697674,1016,'1 1BR','1960-1979',0
-9,-9.0,1314,'4 4BR+','1960-1979',-9
-9,-9.0,1055,'1 1BR','1960-1979',-9
64,0.7373076923,1105,'3 3BR','-5',0
71,0.8207450093,1143,'3 3BR','-5',6269
62,0.0336,1143,'3 3BR','1960-1979',70000
34,0.261299901,1269,'2 2BR','1960-1979',10350
34,0.47472,1269,'2 2BR','1960-1979',25000
26,0.0186857143,1269,'2 2BR','1940-1959',70000
72,-1.0,1016,'1 1BR','1940-1959',0
55,1.7683333333000002,773,'1 1BR','-5',0
75,0.15902608699999998,1143,'3 3BR','-5',0
79,0.3732,935,'2 2BR','-5',0
71,0.1874279123,773,'1 1BR','1940-1959',0
34,0.7746666667000001,1055,'1 1BR','1940-1959',0
-9,-9.0,1314,'4 4BR+','-5',-9
40,0.2270753065,1143,'3 3BR','1960-1979',110000
49,0.0508200404,1105,'3 3BR','-5',73000
69,0.4109819639,935,'2 2BR','-5',0
31,0.21022222219999998,1269,'2 2BR','1960-1979',69000
38,0.498,1008,'0 Studio','-5',20000
27,0.4044,1008,'0 Studio','-5',49950
35,0.06775,1143,'3 3BR','-5',100000
27,0.539625,2071,'3 3BR','-5',64000
62,0.2092,948,'3 3BR','1940-1959',7000
35,0.1433333333,948,'3 3BR','-5',54000
-9,-9.0,1628,'3 3BR','1940-1959',-9
73,0.0458414315,935,'2 2BR','-5',0
57,0.2105460511,1042,'3 3BR','-5',128000
46,0.3039633028,1695,'3 3BR','1940-1959',109000
61,0.4089,1269,'2 2BR','1960-1979',40000
36,0.1632,1105,'3 3BR','-5',30000
26,0.2073,773,'1 1BR','-5',40000
34,0.3955384615,1042,'3 3BR','1960-1979',20000
51,0.249,948,'3 3BR','1940-1959',60000
58,0.3073907285,1271,'4 4BR+','-5',75000
-9,-9.0,1105,'3 3BR','-5',-9
52,9.9866666667,2099,'4 4BR+','1960-1979',333
59,0.9634285714,1189,'2 2BR','-5',35000
52,0.2739,948,'3 3BR','1940-1959',40000
28,0.0172,935,'2 2BR','1960-1979',30000
42,0.3730285714,1269,'2 2BR','1960-1979',35000
58,0.788433119,773,'1 1BR','1960-1979',0
-9,-9.0,2099,'4 4BR+','1940-1959',-9
56,0.37632,797,'2 2BR','1960-1979',25000
