,AGE1,BURDEN,FMR,FMTBEDRMS,FMTBUILT,TOTSAL
45847,36,0.1722223889,1438,'2 2BR','1960-1979',80019
45848,-9,-9.0,1202,'2 2BR','-5',-9
45849,48,0.1804503565,1955,'4 4BR+','1960-1979',117000
45850,65,0.1193936583,1427,'3 3BR','1960-1979',201900
45851,37,0.15733492470000002,945,'2 2BR','1960-1979',57000
45852,28,0.3675988214,765,'1 1BR','1960-1979',18000
45853,-9,-9.0,945,'2 2BR','1960-1979',-9
45854,51,0.1305131114,1445,'4 4BR+','1960-1979',60000
45855,66,0.65,1231,'3 3BR','1960-1979',0
45856,47,0.16986590489999998,966,'2 2BR','-5',55000
45857,36,0.28906379449999997,1382,'2 2BR','1960-1979',15000
45858,48,0.2650779744,2332,'4 4BR+','1960-1979',57000
45859,56,0.1202608509,2058,'3 3BR','1940-1959',196000
45860,49,0.8986611515999999,2370,'4 4BR+','1960-1979',31000
45861,23,0.23410869329999998,701,'1 1BR','1960-1979',28000
45862,59,0.9119927953,1243,'1 1BR','-5',20000
45863,-9,-9.0,1251,'2 2BR','-5',-9
45864,66,0.10353929029999999,1598,'3 3BR','1940-1959',36000
45865,39,0.23365436879999998,2058,'3 3BR','-5',143000
45866,58,0.11129305980000001,2268,'3 3BR','1960-1979',67000
45867,62,0.053360932800000004,2608,'4 4BR+','1960-1979',165588
45868,38,0.7684563758,1094,'3 3BR','1940-1959',0
45869,72,0.2173333333,1094,'3 3BR','1940-1959',0
45870,45,0.25481653600000004,821,'2 2BR','1940-1959',23000
45871,76,0.08124878049999999,1201,'4 4BR+','1940-1959',21000
45872,31,0.5769375235,1095,'3 3BR','1960-1979',8000
45873,51,0.1727132913,1094,'3 3BR','1990-1999',216604
45874,52,0.2009698017,1201,'4 4BR+','2000-2009',125000
45875,32,0.5609723521,876,'1 1BR','1940-1959',15000
45876,41,0.1088089056,1032,'4 4BR+','-5',160000
45877,30,0.3362081288,619,'1 1BR','-5',21000
45878,58,0.12799663960000002,1921,'3 3BR','1940-1959',200000
45879,63,0.261766983,1394,'3 3BR','1960-1979',125000
45880,25,0.1447768421,1119,'2 2BR','-5',124000
45881,25,0.4883821619,1119,'2 2BR','-5',20800
45882,57,0.2282027827,1394,'3 3BR','-5',0
45883,24,0.28638615100000003,1119,'2 2BR','-5',40000
45884,26,4.087804878,1119,'2 2BR','1940-1959',0
45885,57,0.2707308292,1394,'3 3BR','1940-1959',0
45886,72,0.38215425729999997,1394,'3 3BR','-5',0
45887,24,0.0392727273,929,'1 1BR','-5',60000
45888,25,0.11455683539999999,1119,'2 2BR','1980-1989',35000
45889,49,0.1385443669,920,'2 2BR','-5',95000
45890,53,0.249,736,'1 1BR','-5',0
45891,25,0.6481941219,1243,'1 1BR','1940-1959',25000
45892,39,0.1668333667,1436,'4 4BR+','-5',130000
45893,59,0.5258278586999999,1231,'3 3BR','1940-1959',24400
45894,40,0.3010378364,1382,'2 2BR','1960-1979',46000
45895,50,0.2198388669,1382,'2 2BR','1940-1959',78000
45896,58,0.3541574622,1921,'3 3BR','1940-1959',56650
45897,56,0.0725689405,876,'1 1BR','1960-1979',0
45898,28,0.3044512402,1122,'2 2BR','1960-1979',53000
45899,41,0.6159364095000001,1122,'2 2BR','1940-1959',20000
45900,63,0.2713987474,588,'0 Studio','1960-1979',0
45901,59,1.0356521739,1000,'1 1BR','1960-1979',0
45902,-9,-9.0,741,'2 2BR','-5',-9
45903,47,0.1397595489,2525,'4 4BR+','1960-1979',108520
45904,39,0.5360981565999999,2268,'3 3BR','1960-1979',469
45905,88,0.5302056555,1243,'1 1BR','1960-1979',0
45906,74,0.0590738816,1529,'4 4BR+','1960-1979',102000
45907,26,0.6853906066,1296,'3 3BR','1960-1979',17000
45908,-9,-9.0,643,'1 1BR','-5',-9
45909,32,1.0067859345999999,1772,'4 4BR+','-5',8768
45910,29,0.2713846154,1130,'4 4BR+','1940-1959',40000
45911,60,0.1803337736,1243,'1 1BR','1960-1979',50000
45912,89,0.5392311743,1243,'1 1BR','1960-1979',0
45913,47,0.0534965381,1243,'1 1BR','-5',140000
45914,-9,-9.0,1539,'3 3BR','1940-1959',-9
45915,48,0.1172394799,741,'2 2BR','-5',96000
45916,56,0.064079855,1921,'3 3BR','-5',192000
45917,85,0.1041441691,1921,'3 3BR','1960-1979',70000
45918,49,0.0099585932,1921,'3 3BR','1960-1979',114500
45919,32,0.3244267776,2140,'4 4BR+','1960-1979',76000
45920,93,0.0149315003,1379,'3 3BR','1960-1979',0
45921,57,2.866,1243,'1 1BR','1940-1959',0
45922,24,3.3119796811,1243,'1 1BR','1940-1959',7000
45923,56,0.2359813552,1243,'1 1BR','1960-1979',50000
45924,89,0.3193939394,1251,'2 2BR','1940-1959',0
45925,49,0.1686232657,1082,'1 1BR','1960-1979',95600
45926,40,-1.0,1361,'2 2BR','1940-1959',0
45927,-9,-9.0,969,'3 3BR','-5',-9
45928,54,0.3413333333,1843,'3 3BR','1960-1979',32000
45929,49,0.1984210718,1007,'1 1BR','1940-1959',55000
45930,54,0.037369156800000004,1119,'2 2BR','-5',88000
45931,43,0.3709838901,1119,'2 2BR','1960-1979',33000
45932,75,0.17570811329999997,897,'1 1BR','1960-1979',12664
45933,81,0.3475409836,1438,'2 2BR','1960-1979',0
45934,65,0.2977548325,1444,'2 2BR','1940-1959',7000
45935,81,0.9772075472,1444,'2 2BR','1960-1979',8000
45936,48,0.1265128934,1290,'3 3BR','1940-1959',50000
45937,-9,-9.0,730,'1 1BR','1960-1979',-9
45938,-9,-9.0,915,'2 2BR','-5',-9
45939,50,0.126169206,1221,'3 3BR','1940-1959',100000
45940,-9,-9.0,1231,'3 3BR','1960-1979',-9
45941,77,3.6085714286000004,1017,'2 2BR','1940-1959',0
45942,34,0.29131187940000003,1474,'2 2BR','-5',82000
45943,55,0.3020176425,1474,'2 2BR','-5',50000
45944,30,0.2550763077,2058,'3 3BR','1960-1979',184000
45945,30,0.4012462446,701,'1 1BR','1960-1979',18000
45946,39,0.8963815789,844,'1 1BR','1940-1959',0
45947,-9,-9.0,844,'1 1BR','1960-1979',-9
45948,47,1.148,1474,'2 2BR','-5',0
45949,34,0.38254796560000004,1243,'1 1BR','-5',51000
45950,93,0.7984615384999999,1474,'2 2BR','-5',0
45951,38,0.3841722151,1598,'3 3BR','-5',29000
45952,-9,-9.0,1294,'1 1BR','1940-1959',-9
45953,33,0.17834251339999999,1201,'4 4BR+','1940-1959',71000
45954,33,0.3297183763,819,'2 2BR','1980-1989',70000
45955,25,0.20837780469999997,1201,'4 4BR+','1940-1959',75000
45956,42,0.09846189779999999,819,'2 2BR','1940-1959',137000
45957,72,0.1805607477,1094,'3 3BR','1960-1979',0
45958,41,0.1284725924,1094,'3 3BR','1940-1959',135000
45959,55,0.4762063561,1122,'2 2BR','1960-1979',30000
45960,74,0.1718734405,1539,'3 3BR','1940-1959',0
45961,53,0.1897186913,748,'1 1BR','1940-1959',37000
45962,66,0.4005069708,748,'1 1BR','1960-1979',0
45963,-9,-9.0,1119,'2 2BR','1940-1959',-9
45964,36,0.3938047785,887,'2 2BR','1960-1979',25000
45965,68,0.6124675325,887,'2 2BR','1960-1979',0
45966,-9,-9.0,1032,'4 4BR+','-5',-9
45967,-9,-9.0,1394,'3 3BR','1940-1959',-9
45968,-9,-9.0,1394,'3 3BR','1940-1959',-9
45969,44,0.1369227619,1496,'4 4BR+','1940-1959',180000
45970,29,0.15951274810000002,1119,'2 2BR','1940-1959',45000
45971,50,0.024793796099999998,1496,'4 4BR+','1990-1999',341943
45972,-9,-9.0,1394,'3 3BR','1960-1979',-9
45973,64,11.126684635999998,929,'1 1BR','1940-1959',0
45974,70,0.4689119956,1296,'3 3BR','-5',11000
45975,37,0.4118570505,1243,'1 1BR','-5',65000
45976,68,0.5760000000000001,966,'2 2BR','1940-1959',0
45977,60,0.09722527859999999,1231,'3 3BR','1960-1979',50000
45978,78,3.7104072398000003,1416,'4 4BR+','1960-1979',0
45979,34,0.08967379660000001,772,'2 2BR','-5',68000
45980,63,0.22059405940000001,643,'1 1BR','-5',45000
45981,26,0.4728,701,'1 1BR','1960-1979',0
45982,-9,-9.0,748,'1 1BR','1940-1959',-9
45983,35,0.2156411858,2332,'4 4BR+','1960-1979',60000
45984,57,0.4812606829,1901,'3 3BR','1940-1959',30000
45985,60,0.35501240240000004,2948,'4 4BR+','1960-1979',40000
45986,45,0.17781609510000002,1243,'1 1BR','-5',74260
45987,37,0.14211373160000002,920,'2 2BR','-5',54000
45988,51,0.9542724432999999,1290,'3 3BR','1940-1959',25000
45989,35,0.3562693765,1484,'4 4BR+','1960-1979',46500
45990,55,0.6129633464,1290,'3 3BR','1940-1959',12000
45991,58,0.3008200456,1296,'3 3BR','-5',54000
45992,68,0.382313292,726,'1 1BR','1960-1979',9288
45993,30,0.1392955823,796,'2 2BR','-5',63000
45994,64,0.123452705,2058,'3 3BR','1960-1979',71000
45995,93,0.8306666667,2058,'3 3BR','1940-1959',0
45996,36,0.0647706041,1094,'3 3BR','1960-1979',106000
45997,-9,-9.0,643,'1 1BR','1960-1979',-9
45998,27,0.2676941316,1054,'1 1BR','1960-1979',0
45999,37,0.1176666667,1382,'2 2BR','1960-1979',150000
46000,-9,-9.0,1382,'2 2BR','-5',-9
46001,57,0.19828172579999997,2009,'3 3BR','1940-1959',95600
46002,53,0.1149186743,1243,'1 1BR','1940-1959',80000
46003,66,0.23582278480000002,1621,'2 2BR','1940-1959',37800
46004,53,0.1937051817,1243,'1 1BR','-5',100000
46005,46,0.12966011630000002,1539,'3 3BR','1940-1959',96000
46006,61,0.150040636,1122,'2 2BR','1960-1979',35000
46007,73,0.2198562303,1921,'3 3BR','1960-1979',0
46008,47,0.1739779682,1421,'2 2BR','1940-1959',35000
46009,31,0.48234836270000003,940,'2 2BR','1960-1979',10000
46010,25,1.2646752623,1474,'2 2BR','-5',25000
46011,66,0.0205069454,1598,'3 3BR','-5',0
46012,-9,-9.0,1901,'3 3BR','1960-1979',-9
46013,62,0.4235948282,1901,'3 3BR','1960-1979',178800
46014,50,0.1742853142,566,'1 1BR','1960-1979',50000
46015,54,0.076570337,2124,'4 4BR+','1960-1979',193509
46016,51,0.0731620543,1474,'2 2BR','1940-1959',13750
46017,35,0.19638013070000002,1243,'1 1BR','1940-1959',45000
46018,42,0.1847178809,1221,'3 3BR','-5',263000
46019,40,0.1507461293,1221,'3 3BR','1940-1959',35000
46020,81,0.0980407524,993,'3 3BR','-5',0
46021,52,0.3162193399,1007,'1 1BR','1940-1959',39000
46022,39,0.2034585795,1202,'2 2BR','1940-1959',74000
46023,40,0.5681763139,1007,'1 1BR','-5',24800
46024,26,0.28434906530000004,929,'1 1BR','1960-1979',35800
46025,72,0.23079171739999998,1104,'2 2BR','1960-1979',0
46026,36,0.21553891670000003,897,'1 1BR','1960-1979',72000
46027,25,0.4418872267,897,'1 1BR','1940-1959',20000
46028,46,0.2876075863,1104,'2 2BR','1960-1979',36400
46029,47,0.2164102564,1438,'2 2BR','-5',52000
46030,64,0.0753450205,1438,'2 2BR','1960-1979',60000
46031,43,0.47305797039999997,1438,'2 2BR','-5',25000
46032,34,0.2588292262,1444,'2 2BR','-5',65000
46033,-9,-9.0,1439,'4 4BR+','1960-1979',-9
46034,75,0.1490364026,1595,'4 4BR+','1960-1979',0
46035,53,0.2743913417,1290,'3 3BR','1960-1979',50000
46036,66,0.34453333329999997,1221,'3 3BR','1940-1959',0
46037,74,0.2341499675,1243,'3 3BR','1960-1979',30000
46038,61,1.1641666667,1231,'3 3BR','1960-1979',0
46039,54,0.3706746721,2448,'4 4BR+','1960-1979',38000
46040,38,0.4459145837,2448,'4 4BR+','1960-1979',75000
46041,69,0.2675,1243,'1 1BR','-5',0
46042,34,0.12786191789999998,1243,'1 1BR','-5',200000
46043,76,0.4217573222,2058,'3 3BR','1960-1979',0
46044,63,0.2010465116,2370,'4 4BR+','1940-1959',70200
46045,31,0.10888559560000001,1583,'2 2BR','1960-1979',75000
46046,18,0.6,1285,'1 1BR','1960-1979',0
46047,25,0.2731444172,1621,'2 2BR','1960-1979',60800
46048,61,0.19253005780000002,1924,'4 4BR+','1960-1979',0
46049,40,0.4994006358,1619,'3 3BR','1960-1979',6000
46050,59,0.2879849297,1474,'2 2BR','-5',51000
46051,76,5.4188034188,1243,'1 1BR','1940-1959',0
46052,48,14.112,821,'2 2BR','1980-1989',0
46053,69,1.31472,1201,'4 4BR+','1980-1989',0
46054,25,0.4019295531,629,'1 1BR','-5',22000
46055,53,0.1151280911,1094,'3 3BR','1940-1959',117000
46056,52,0.09203798390000001,1094,'3 3BR','1940-1959',12000
46057,57,0.18599299309999998,819,'2 2BR','1960-1979',110000
46058,-9,-9.0,629,'1 1BR','1960-1979',-9
46059,22,0.5255693668,495,'0 Studio','-5',12000
46060,25,0.1310807836,1095,'3 3BR','1940-1959',63701
46061,71,0.3975484512,819,'2 2BR','1940-1959',0
46062,93,0.3383333333,876,'1 1BR','1960-1979',0
46063,41,0.5273333333,1236,'2 2BR','1960-1979',0
46064,24,0.3397403798,1363,'3 3BR','1980-1989',26000
46065,57,0.29162498859999997,1119,'2 2BR','1960-1979',12574
46066,35,0.026996507000000003,929,'1 1BR','1960-1979',27600
46067,93,0.0984,772,'2 2BR','1940-1959',0
46068,75,0.2239395802,1394,'3 3BR','1940-1959',22800
46069,42,0.1765843466,1812,'4 4BR+','1960-1979',135000
46070,62,0.3000706603,1394,'3 3BR','1940-1959',0
46071,36,0.2817547886,1496,'4 4BR+','1940-1959',68000
46072,37,1.0741636773,1394,'3 3BR','1980-1989',12000
46073,42,0.2212606532,1394,'3 3BR','1940-1959',129000
46074,59,0.0524418248,1394,'3 3BR','1980-1989',507943
46075,53,0.09186962230000001,1296,'3 3BR','-5',310000
46076,46,0.7275458095999999,1416,'4 4BR+','1940-1959',12000
46077,37,0.2816793012,1436,'4 4BR+','1940-1959',52000
46078,37,0.3786048088,1231,'3 3BR','1940-1959',41325
46079,40,0.1259730349,1436,'4 4BR+','1940-1959',40000
46080,61,0.42433102009999996,966,'2 2BR','1960-1979',35000
46081,43,0.7077777778000001,966,'2 2BR','-5',6000
46082,29,0.0978013225,772,'2 2BR','1940-1959',108000
46083,68,0.365154064,2611,'4 4BR+','1960-1979',37400
46084,23,0.0438964473,1610,'2 2BR','-5',79000
46085,77,0.4632,830,'2 2BR','-5',768
46086,42,0.5684028112,1183,'3 3BR','-5',20800
46087,22,-1.0,659,'1 1BR','1940-1959',0
46088,56,0.3031839668,2209,'4 4BR+','1960-1979',157000
46089,-9,-9.0,925,'2 2BR','1960-1979',-9
46090,41,0.2327495004,1363,'3 3BR','1960-1979',0
46091,26,0.5778504018,1740,'4 4BR+','1940-1959',30000
46092,-9,-9.0,1251,'2 2BR','1940-1959',-9
46093,45,0.46482163530000004,1901,'3 3BR','-5',57000
46094,64,8.4017216643,993,'3 3BR','-5',0
46095,76,0.4780783883,741,'2 2BR','-5',0
46096,68,0.3683515428,993,'3 3BR','1940-1959',25000
46097,59,0.162529233,1895,'3 3BR','-5',80000
46098,41,0.1613411016,1529,'4 4BR+','-5',210000
46099,78,0.1442033898,1290,'3 3BR','1960-1979',0
46100,88,0.7032786885,945,'2 2BR','1940-1959',0
46101,54,0.0458285714,1595,'4 4BR+','1940-1959',199000
46102,45,0.6660823839,1529,'4 4BR+','-5',24000
46103,35,0.6762352940999999,1007,'1 1BR','1960-1979',13000
46104,34,0.5244602065,940,'2 2BR','1960-1979',19200
46105,23,0.2726155181,940,'2 2BR','1960-1979',83000
46106,26,0.3819243854,1586,'4 4BR+','-5',187000
46107,-9,-9.0,726,'1 1BR','1960-1979',-9
46108,55,0.1653260456,1091,'3 3BR','1960-1979',54000
46109,55,0.0829752814,1037,'3 3BR','1960-1979',115000
46110,81,0.723026973,2058,'3 3BR','1960-1979',0
46111,63,0.15360472320000002,2058,'3 3BR','1960-1979',107600
46112,62,0.15804,1094,'3 3BR','-5',0
46113,49,2.2537663207,830,'2 2BR','1940-1959',0
46114,31,0.5075029203,1382,'2 2BR','1940-1959',30000
46115,55,0.6446558478,2009,'3 3BR','1960-1979',0
46116,56,0.31661159510000003,2179,'4 4BR+','-5',60000
46117,53,0.3515373806,1294,'1 1BR','1960-1979',42000
46118,57,-1.0,1294,'1 1BR','1960-1979',0
46119,43,0.3602201835,737,'1 1BR','1960-1979',27000
46120,67,0.2022685332,2209,'4 4BR+','1960-1979',40000
46121,88,0.2631035373,1921,'3 3BR','1940-1959',0
46122,42,0.2389164718,1599,'4 4BR+','1940-1959',80000
46123,65,0.2852591228,940,'2 2BR','1960-1979',35000
46124,63,0.1240935673,1435,'4 4BR+','1960-1979',0
46125,69,0.0725368175,1204,'3 3BR','1960-1979',0
46126,57,0.2971094614,729,'2 2BR','-5',0
46127,48,0.23848267399999998,1598,'3 3BR','1940-1959',75000
46128,47,0.2643744031,2077,'4 4BR+','-5',110000
46129,47,0.2136694426,752,'2 2BR','1960-1979',30000
46130,93,0.0341018664,2804,'4 4BR+','1940-1959',0
46131,88,0.1205426822,2332,'4 4BR+','1940-1959',2056
46132,64,4.3326315789,619,'1 1BR','-5',0
46133,46,-1.0,619,'1 1BR','-5',0
46134,-9,-9.0,815,'1 1BR','1960-1979',-9
46135,59,0.1256861538,1474,'2 2BR','-5',110000
46136,54,0.4788890974,915,'2 2BR','1960-1979',16000
46137,33,0.2652631579,1007,'1 1BR','1940-1959',29000
46138,50,2.1295668943,1202,'2 2BR','1960-1979',19200
46139,62,0.18458733719999998,1007,'1 1BR','1960-1979',79000
46140,-9,-9.0,1118,'1 1BR','-5',-9
46141,64,0.1470531025,1792,'3 3BR','1940-1959',36000
46142,-9,-9.0,1438,'2 2BR','-5',-9
46143,63,0.37425289619999996,1007,'1 1BR','1960-1979',0
46144,57,0.2318311844,1343,'3 3BR','1960-1979',90000
46145,31,0.4369303241,1363,'3 3BR','1960-1979',45000
46146,58,0.3070452634,1955,'4 4BR+','1960-1979',88000
46147,69,0.1553430079,1955,'4 4BR+','-5',0
46148,70,0.141253406,1104,'2 2BR','-5',0
46149,66,0.0726759307,1792,'3 3BR','-5',277000
46150,58,1.4677912012999998,1947,'4 4BR+','-5',22000
46151,66,0.1092693616,2174,'4 4BR+','1940-1959',341943
46152,65,0.2703030132,2374,'4 4BR+','1960-1979',47000
46153,45,0.3480983756,1595,'4 4BR+','1960-1979',46000
46154,68,0.0953429378,1595,'4 4BR+','1960-1979',32000
46155,59,-1.0,1484,'4 4BR+','1960-1979',0
46156,47,0.0561275084,1595,'4 4BR+','1940-1959',441943
46157,63,0.304627756,915,'2 2BR','1960-1979',0
46158,58,0.0350498381,1462,'4 4BR+','1960-1979',239000
46159,-9,-9.0,1243,'3 3BR','1960-1979',-9
46160,48,0.37769634539999997,971,'2 2BR','1990-1999',50498
46161,53,0.3473882945,966,'2 2BR','1960-1979',25450
46162,41,0.3642090431,1279,'3 3BR','1980-1989',46000
46163,76,0.09490654400000001,1243,'3 3BR','1990-1999',110000
46164,34,0.7437085264,1416,'4 4BR+','-5',32000
46165,56,0.6467151543999999,1459,'4 4BR+','-5',42000
46166,40,0.1879854659,1474,'2 2BR','1940-1959',46000
46167,65,0.12682358929999998,1241,'1 1BR','1960-1979',55000
46168,60,0.0849132176,1173,'3 3BR','1960-1979',0
46169,-9,-9.0,1243,'1 1BR','1940-1959',-9
46170,45,1.1313344957,1895,'3 3BR','-5',70000
46171,48,0.455132408,2370,'4 4BR+','1960-1979',90000
46172,44,0.1536480225,2370,'4 4BR+','1960-1979',228000
46173,44,0.5329131151,1183,'3 3BR','1960-1979',14000
46174,59,0.0848398251,1429,'4 4BR+','1960-1979',341943
46175,-9,-9.0,1619,'3 3BR','1960-1979',-9
46176,56,0.1434208269,1336,'4 4BR+','-5',35000
46177,36,0.1386684241,1621,'2 2BR','1960-1979',176000
46178,62,3.01,1201,'4 4BR+','1960-1979',0
46179,58,0.23508717469999998,1474,'2 2BR','-5',50000
46180,25,0.44985991909999995,1474,'2 2BR','-5',45000
46181,28,0.4585714286,821,'2 2BR','1980-1989',0
46182,43,0.1388194377,1201,'4 4BR+','1960-1979',131000
46183,58,0.19549572129999998,1094,'3 3BR','1980-1989',69000
46184,43,0.2774744905,629,'1 1BR','1960-1979',35000
46185,65,0.4709840202,1094,'3 3BR','1940-1959',0
46186,67,0.0664900662,819,'2 2BR','1940-1959',15000
46187,41,1.7791798106999999,629,'1 1BR','1980-1989',3500
46188,40,0.2585506564,819,'2 2BR','1980-1989',17000
46189,-9,-9.0,973,'1 1BR','1960-1979',-9
46190,29,0.3791407791,1236,'2 2BR','1960-1979',34000
46191,25,0.18461818289999998,1236,'2 2BR','1960-1979',66000
46192,27,0.1795287543,1363,'3 3BR','1940-1959',87000
46193,52,0.2373279405,1363,'3 3BR','1960-1979',92000
46194,93,1.7327065144,1183,'3 3BR','1940-1959',0
46195,46,0.1066974904,772,'2 2BR','1940-1959',45000
46196,-9,-9.0,772,'2 2BR','1940-1959',-9
46197,58,0.1897666718,929,'1 1BR','-5',58000
46198,40,0.6211140918,1119,'2 2BR','1940-1959',12574
46199,62,0.1372627259,1394,'3 3BR','1940-1959',154000
46200,57,0.16873224620000002,1394,'3 3BR','1940-1959',90000
46201,63,0.2879176201,1119,'2 2BR','1960-1979',50000
46202,58,1.7263157894999999,1496,'4 4BR+','-5',26531
46203,72,0.3381371058,1496,'4 4BR+','1960-1979',0
46204,35,0.6828858645999999,1394,'3 3BR','1940-1959',40000
46205,67,0.4196531792,1603,'4 4BR+','-5',41932
46206,-9,-9.0,1119,'2 2BR','1940-1959',-9
46207,-9,-9.0,1296,'3 3BR','1940-1959',-9
46208,31,0.19039178969999998,1416,'4 4BR+','1940-1959',70000
46209,39,0.2050113895,1231,'3 3BR','1990-1999',29000
46210,54,0.1392211854,1231,'3 3BR','1960-1979',95000
46211,62,-1.0,1231,'3 3BR','-5',0
46212,-9,-9.0,772,'2 2BR','1940-1959',-9
46213,65,0.7988571429000001,2270,'3 3BR','1960-1979',0
46214,43,0.1397284392,1183,'3 3BR','-5',75000
46215,-9,-9.0,659,'1 1BR','-5',-9
46216,50,0.4450324555,2209,'4 4BR+','1960-1979',121000
46217,39,0.5209003215,1921,'3 3BR','1960-1979',135000
46218,-9,-9.0,876,'1 1BR','-5',-9
46219,53,0.1103816624,876,'1 1BR','1960-1979',27000
46220,34,0.3530039578,1838,'4 4BR+','-5',45000
46221,25,0.1459897867,2332,'4 4BR+','1940-1959',20000
46222,73,0.1412572254,1901,'3 3BR','-5',0
46223,47,0.27078717199999996,1025,'4 4BR+','1960-1979',65000
46224,20,0.1858920407,741,'2 2BR','1960-1979',44000
46225,32,0.3697413066,1191,'1 1BR','1940-1959',51000
46226,48,0.36445492549999997,1130,'0 Studio','1960-1979',28000
46227,86,0.12235872240000001,1895,'3 3BR','-5',0
46228,46,0.35488328119999996,1296,'3 3BR','-5',33000
46229,34,0.18902956510000002,1296,'3 3BR','1940-1959',115500
46230,21,1.7649119880000002,1610,'2 2BR','1940-1959',0
46231,34,0.42552825240000003,1610,'2 2BR','1960-1979',46500
46232,54,0.9774972558,1610,'2 2BR','1960-1979',0
46233,30,0.2846855497,1007,'1 1BR','1960-1979',50000
46234,55,0.1565598985,1007,'1 1BR','1960-1979',93000
46235,57,1.5927254525999999,1202,'2 2BR','1940-1959',0
46236,70,0.2499831184,1379,'3 3BR','1960-1979',80600
46237,31,0.1359258481,1599,'4 4BR+','-5',126000
46238,85,0.18741176469999998,2058,'3 3BR','1940-1959',0
46239,57,0.0374880864,1094,'3 3BR','1960-1979',170000
46240,24,2.3124122719,830,'2 2BR','1960-1979',5000
46241,52,0.22489510489999998,2009,'3 3BR','1940-1959',100000
46242,67,0.2444414733,2009,'3 3BR','1960-1979',30000
46243,73,0.0386092372,2009,'3 3BR','1960-1979',0
46244,24,0.2151416009,1895,'3 3BR','-5',144000
46245,-9,-9.0,2124,'4 4BR+','-5',-9
46246,54,2.5621621622,1294,'1 1BR','1960-1979',0
46247,31,0.36721311479999996,1294,'1 1BR','1960-1979',33000
46248,30,0.879142874,2268,'3 3BR','1940-1959',34000
46249,-9,-9.0,2268,'3 3BR','1940-1959',-9
46250,-9,-9.0,1243,'1 1BR','-5',-9
46251,74,0.45,1474,'2 2BR','-5',0
46252,73,0.1399141995,741,'2 2BR','1960-1979',0
46253,45,1.0373988949,1158,'3 3BR','1940-1959',0
46254,69,0.17281321510000003,1921,'3 3BR','1940-1959',140000
46255,48,0.275711685,1921,'3 3BR','-5',100000
46256,42,0.22203038309999998,1599,'4 4BR+','1940-1959',190000
46257,24,1.0347843485,1870,'4 4BR+','-5',70000
46258,53,0.1267738393,1870,'4 4BR+','1940-1959',346943
46259,24,0.2047205775,1204,'3 3BR','1940-1959',37000
46260,47,0.6010905394,1243,'1 1BR','1940-1959',18000
46261,31,0.4209068243,1598,'3 3BR','-5',65000
46262,-9,-9.0,1598,'3 3BR','-5',-9
46263,52,0.10216402779999999,1000,'1 1BR','1960-1979',90365
46264,72,0.15660226230000002,1114,'4 4BR+','-5',20000
46265,78,0.1057577209,1002,'3 3BR','1960-1979',0
46266,41,0.2299917574,1901,'3 3BR','1960-1979',125000
46267,83,0.1549431818,1361,'2 2BR','1960-1979',10000
46268,52,0.2351891425,2332,'4 4BR+','1940-1959',341943
46269,-9,-9.0,772,'2 2BR','1960-1979',-9
46270,63,0.2361904762,935,'2 2BR','1960-1979',12000
46271,52,0.3606675471,966,'2 2BR','1960-1979',25000
46272,22,0.1130968258,1075,'2 2BR','1960-1979',45000
46273,62,0.1529491888,1891,'4 4BR+','1960-1979',0
46274,73,0.0956255224,1427,'3 3BR','1960-1979',21500
46275,74,0.37769880850000004,1474,'2 2BR','1960-1979',15000
46276,61,0.3154050133,1474,'2 2BR','-5',60000
46277,93,0.3492307692,1721,'3 3BR','1960-1979',0
46278,52,0.027091652799999998,1007,'1 1BR','-5',40000
46279,35,0.2835921675,1256,'2 2BR','1960-1979',40000
46280,81,0.20126141079999998,1202,'2 2BR','1960-1979',0
46281,28,0.0,1256,'2 2BR','1990-1999',45000
46282,44,0.2988272232,1721,'3 3BR','1960-1979',65000
46283,89,0.4776,1335,'2 2BR','1990-1999',0
46284,49,0.2178332543,1191,'1 1BR','1940-1959',57000
46285,47,0.5184659091,1191,'1 1BR','1960-1979',0
46286,35,0.1664246963,1394,'3 3BR','-5',26200
46287,83,0.23800000000000002,1363,'3 3BR','1960-1979',0
46288,93,0.4056523947,1104,'2 2BR','1940-1959',0
46289,30,0.302,1955,'4 4BR+','-5',28072
46290,59,0.0637365379,1955,'4 4BR+','-5',93000
46291,58,0.1543126137,1792,'3 3BR','-5',160000
46292,44,0.23181278260000002,1955,'4 4BR+','-5',48000
46293,44,0.3288826423,1792,'3 3BR','-5',20000
46294,41,0.6407420621,1191,'1 1BR','1960-1979',24990
46295,26,0.1747437092,1191,'1 1BR','1960-1979',0
46296,46,0.16870119620000001,1290,'3 3BR','1960-1979',341943
46297,53,0.42812525030000004,915,'2 2BR','1960-1979',25000
46298,72,0.5922222222,915,'2 2BR','1960-1979',0
46299,44,0.5118812101,815,'1 1BR','-5',42000
46300,47,0.1883034327,726,'2 2BR','1940-1959',85000
46301,67,0.1460174343,1243,'3 3BR','1940-1959',50157
46302,64,13.445661330999998,1241,'1 1BR','-5',1200
46303,83,0.4446721311,1474,'2 2BR','2000-2009',0
46304,59,0.3060762065,966,'2 2BR','1940-1959',95000
46305,56,0.2701846714,2009,'3 3BR','1940-1959',74000
46306,-9,-9.0,1243,'1 1BR','1940-1959',-9
46307,71,0.2803809524,2058,'3 3BR','-5',0
46308,76,1.2933333332999999,2058,'3 3BR','1940-1959',0
